country;countryAlt;countryFirstName;countryLastName;countryName;region;score;scoreFirstName;scoreLastName;script;subRegion;topRegion;full_name;gender;source
GB;SE;LR;GB;United Kingdom of Great Britain and Northern Ireland;Europe;0.7899414555184491;-0.22354246268836825;1.2038672315795311;LATIN;Northern Europe;Europe;david morris welborn;m;genderize_r_titles
GB;IE;GE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.3628327814940584;3.2880331500388587;2.8379256862704354;LATIN;Northern Europe;Europe;david murray;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.8561226827492856;0.33764180492302903;2.5775545540761704;LATIN;Northern Europe;Europe;david schofield jeffery;m;genderize_r_titles
IL;CZ;GE;IL;Israel;Asia;3.6613224503999233;3.2880331500388587;2.9476642045931043;LATIN;Western Asia;Asia;david shoenberg;m;genderize_r_titles
GB;IE;GE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.7245460209954895;3.2880331500388587;1.6372806729898248;LATIN;Northern Europe;Europe;david sutton;m;genderize_r_titles
CN;CN;CN;CN;China;Asia;4.736038828907299;2.1516943228236065;3.436502161348072;LATIN;Eastern Asia;Asia;xiaqi ding;m;genderize_r_titles
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.300143913511666;0.005446875027585719;2.403154988776888;LATIN;Northern Europe;Europe;derek charles robinson;m;genderize_r_titles
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;4.168107301993531;2.2493409291055864;3.1591442063402986;LATIN;Northern Europe;Europe;derek wilson;m;genderize_r_titles
PL;DE;PL;IL;Poland;Europe;3.0383960153365823;4.020399275855571;2.154059000360498;LATIN;Eastern Europe;Europe;mieczyslaw weinberg;m;genderize_r_titles
FI;BY;FI;FI;Finland;Europe;1.152052292947499;1.4826240272832611;-0.2748843722531425;LATIN;Northern Europe;Europe;paivi astedt-kurki;f;genderize_r_titles
NL;NL;KR;NL;Netherlands;Europe;3.667537323737605;0.48762824747260397;3.645573632774136;LATIN;Western Europe;Europe;don van vliet;m;genderize_r_titles
GB;SE;ZW;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.849475519723246;0.2164000622598549;3.1894883828865743;LATIN;Northern Europe;Europe;donald morgan anderson;m;genderize_r_titles
GB;IE;GB;IE;United Kingdom of Great Britain and Northern Ireland;Europe;1.7944226406097423;0.07972682277309769;2.2810091429511736;LATIN;Northern Europe;Europe;donald redfield griffin;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.8721229141168167;0.7352850936979984;1.2046873670816058;LATIN;Northern Europe;Europe;donald stevenson pitkin;m;genderize_r_titles
IN;IN;IE;IN;India;Asia;1.7306655349653353;0.27244982986534805;1.245404115744079;LATIN;Southern Asia;Asia;donald william gau;m;genderize_r_titles
GB;GH;UG;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.7556818101476077;2.2706567412721017;3.0049778569195955;LATIN;Northern Europe;Europe;kenneth woodford;m;genderize_r_titles
DK;IE;SK;IN;Denmark;Europe;3.0205267771703572;5.174761243323028;1.1527434155457623;LATIN;Northern Europe;Europe;peter nathan;m;genderize_r_titles
GB;IE;SK;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.5826605758403998;-0.10326618587200824;1.5095666848647824;LATIN;Northern Europe;Europe;richard moreton ellison;m;genderize_r_titles
GH;LR;GH;IS;Ghana;Africa;1.869269802383269;2.936177909927397;0.6322716067738251;LATIN;Western Africa;Africa;samuel eiduson;m;genderize_r_titles
FR;FR;IE;FR;France;Europe;3.77935721243568;3.884192270932228;3.1187642581890214;LATIN;Western Europe;Europe;catherine pasquier;f;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.555422478612203;0.8295026665958951;1.965498779219596;LATIN;Northern Europe;Europe;clifton fletcher mountain;m;genderize_r_titles
IE;GB;IE;IE;Ireland;Europe;4.782542620040227;3.7976064480559013;1.8260850699435889;LATIN;Northern Europe;Europe;john f barrett;m;genderize_r_titles
IT;IT;IT;IT;Italy;Europe;5.103841992153497;3.3212620231551826;3.3495076916487307;LATIN;Southern Europe;Europe;marco pizzolato;m;genderize_r_titles
IE;GH;AT;NE;Ireland;Europe;1.6307242320547588;3.856759419473204;-0.5405281783159365;LATIN;Northern Europe;Europe;michael e. debakey;m;genderize_r_titles
CH;DE;CY;CH;Switzerland;Europe;1.5681974423260172;0.1369363841622333;1.9658264451591398;LATIN;Western Europe;Europe;peer michael portner;m;genderize_r_titles
IE;GB;AT;GB;Ireland;Europe;4.599483833055733;4.0894576561707545;1.5230909375973;LATIN;Northern Europe;Europe;thomas c. sparks;m;genderize_r_titles
NL;NL;NL;NL;Netherlands;Europe;4.240978482106378;2.9403459877266385;2.866114039811152;LATIN;Western Europe;Europe;willem j. kolff;m;genderize_r_titles
NP;GM;PK;LR;Nepal;Asia;-2.0332687684461663;0.7312487854359829;0.32307991800327396;LATIN;Southern Asia;Asia;durr freedley;m;genderize_r_titles
GB;GB;DE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.12933511651146;3.546902533597984;2.6990174541211367;LATIN;Northern Europe;Europe;paul torrance;m;genderize_r_titles
IL;ZA;IL;BE;Israel;Asia;1.3421653949535828;1.350486954311855;0.9993482533686021;LATIN;Western Asia;Asia;earl witenberg;m;genderize_r_titles
DE;DE;DE;DE;Germany;Europe;3.691366419011581;2.399156855651861;2.429039217922225;LATIN;Western Europe;Europe;eberhard braun;m;genderize_r_titles
IT;IT;IS;IT;Italy;Europe;3.773646661721916;2.5942254298939424;2.6509962631668884;LATIN;Southern Europe;Europe;edda farnetani;f;genderize_r_titles
DE;DE;GB;DE;Germany;Europe;1.0220476462386032;0.3268614394170873;0.3845103381183459;LATIN;Western Europe;Europe;edmund neville hey;m;genderize_r_titles
BE;IE;IE;BE;Belgium;Europe;4.259103070022319;3.0784607023881936;3.7708797876539646;LATIN;Western Europe;Europe;edward de maeyer;m;genderize_r_titles
IE;DE;IE;DE;Ireland;Europe;1.6418259922965663;3.0784607023881936;1.0568395544054598;LATIN;Northern Europe;Europe;edward teller;m;genderize_r_titles
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.0441425950200087;0.7349442959140371;2.5859658974227324;LATIN;Northern Europe;Europe;edwin sinclair young;m;genderize_r_titles
IE;GB;AT;IE;Ireland;Europe;2.0783083337422923;4.027779930096013;1.4943921460074123;LATIN;Northern Europe;Europe;elisabeth dalton;f;genderize_r_titles
IE;GB;IE;IE;Ireland;Europe;4.5319710436037575;3.8306851754295272;1.3181576309046867;LATIN;Northern Europe;Europe;elizabeth parkinson cobb;f;genderize_r_titles
IE;GB;CD;IE;Ireland;Europe;1.179633486912868;-0.3628722508749272;1.9200940875664627;LATIN;Northern Europe;Europe;eloge john colton greene;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.020798482554236;0.3210844191693256;2.9268700741505684;LATIN;Northern Europe;Europe;eric matheson dunlop;m;genderize_r_titles
IT;FR;SE;FR;Italy;Europe;0.9171562570149216;0.4850308540173854;0.8787653579717988;LATIN;Southern Europe;Europe;erica gastelli;f;genderize_r_titles
IL;IL;DE;IL;Israel;Asia;2.9130394943339346;4.263073111795109;3.081611441566784;LATIN;Western Asia;Asia;ernst knobil;m;genderize_r_titles
RU;RU;RU;RU;Russian Federation;Europe;3.1096717797223365;1.1968173540713265;2.094904465053159;LATIN;Eastern Europe;Europe;evgenii akimovich turov;m;genderize_r_titles
RU;BG;RU;RO;Russian Federation;Europe;0.8471467476296403;1.7495668171189729;-0.3421456847859725;LATIN;Eastern Europe;Europe;evgenii nikolaevich avrorin;m;genderize_r_titles
DE;DE;NL;DE;Germany;Europe;2.532023050890745;0.8408359945601679;1.901261749813372;LATIN;Western Europe;Europe;dick dalitz;m;genderize_r_titles
CZ;SK;RS;BG;Czech Republic;Europe;2.254925960121395;4.471489360017069;0.05728232673430427;LATIN;Eastern Europe;Europe;milan podrimavsky;m;genderize_r_titles
IE;GB;AT;GB;Ireland;Europe;4.002837855998344;3.856759419473204;1.3293877838050476;LATIN;Northern Europe;Europe;michael t. bowers;m;genderize_r_titles
PL;SK;RO;SI;Poland;Europe;0.5469655291396937;2.096662076248839;0.6336655600938813;LATIN;Eastern Europe;Europe;marian cehelnik;m;genderize_r_titles
GB;LR;ZW;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.9420059254809148;1.406020246639413;1.3071129663124161;LATIN;Northern Europe;Europe;milton terris;m;genderize_r_titles
GB;LB;GB;MM;United Kingdom of Great Britain and Northern Ireland;Europe;-0.5195863392428124;1.064825386093303;-0.2434276128901808;LATIN;Northern Europe;Europe;alan marlatt;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.3614267036047;-0.35484434051008656;2.2170856662227987;LATIN;Northern Europe;Europe;garry davis jones;m;genderize_r_titles
IT;FR;NO;IT;Italy;Europe;1.2163222788096415;0.5913367768563074;1.879850706487172;LATIN;Southern Europe;Europe;line garnero;f;genderize_r_titles
GB;GB;KE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.4290117303189858;0.6358525614177865;1.8547761740832684;LATIN;Northern Europe;Europe;geoffrey john frederick pugh;m;genderize_r_titles
GB;GB;PS;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.376504410687753;-0.06868498185163709;3.3924382982359265;LATIN;Northern Europe;Europe;george adam newsholme;m;genderize_r_titles
GR;IE;GR;ZA;Greece;Europe;3.761953949696676;4.25233450790554;1.5199879894128907;LATIN;Southern Europe;Europe;george adams;m;genderize_r_titles
GB;GB;FR;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.6251960765673252;0.07870472959577891;2.661046461709065;LATIN;Northern Europe;Europe;george alfred fiske quinnell;m;genderize_r_titles
GR;IL;GR;IL;Greece;Europe;3.338943156558998;4.25233450790554;2.700077360403121;LATIN;Southern Europe;Europe;george veronis;m;genderize_r_titles
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.747456257719084;0.22171107595268644;1.5522934932244727;LATIN;Northern Europe;Europe;george william scott blair;m;genderize_r_titles
GB;IE;BI;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.773698983393724;2.9113586322612472;2.6768476414269418;LATIN;Northern Europe;Europe;gilbert jenkins;m;genderize_r_titles
IE;GB;IE;GB;Ireland;Europe;3.3485925677233164;2.8050116000841085;1.7103773353864276;LATIN;Northern Europe;Europe;anne hartley;f;genderize_r_titles
IE;GB;MD;IE;Ireland;Europe;3.4079668533223666;2.4693155641084226;3.2191191540127777;LATIN;Northern Europe;Europe;angela enright;f;genderize_r_titles
GB;GB;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.2829688542197477;-0.034524646152588316;3.081275872559292;LATIN;Northern Europe;Europe;graham martin pizzey;m;genderize_r_titles
GB;GB;GB;VN;United Kingdom of Great Britain and Northern Ireland;Europe;1.8895834238144118;0.3631288724535476;1.9804761990478124;LATIN;Northern Europe;Europe;graham warner ward;m;genderize_r_titles
GB;ZA;LS;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.6142561488257416;-0.4048386167110735;1.9639134797651288;LATIN;Northern Europe;Europe;griff terry ross;m;genderize_r_titles
ES;ES;ES;ES;Spain;Europe;2.640219641519123;1.1925491855658674;1.7615493143308505;LATIN;Southern Europe;Europe;guillermo lohmann villena;m;genderize_r_titles
GB;GB;NO;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.95856715543306;0.4829828438057802;2.3285698222523443;LATIN;Northern Europe;Europe;gwilym kenneth davies;m;genderize_r_titles
GB;GB;EE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.947618036437328;-0.2010618838775979;3.249196817179556;LATIN;Northern Europe;Europe;lauriston s. taylor;m;genderize_r_titles
AT;DE;AT;DE;Austria;Europe;3.404917982856565;3.70566476618269;1.5988473658446982;LATIN;Western Europe;Europe;harald patzer;m;genderize_r_titles
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.100083956538956;0.046037437945023095;3.249196817179556;LATIN;Northern Europe;Europe;harry francis west taylor;m;genderize_r_titles
DE;DE;CH;DE;Germany;Europe;3.887970381642776;3.4680287531885234;2.851367022734436;LATIN;Western Europe;Europe;heinz arndt;m;genderize_r_titles
NG;IE;IE;NG;Nigeria;Africa;2.535634352923875;2.4702116015036424;2.2024663201412724;LATIN;Western Africa;Africa;henry james;m;genderize_r_titles
IE;GB;IE;GB;Ireland;Europe;3.016562404148148;2.4702116015036424;1.6488029172494034;LATIN;Northern Europe;Europe;henry morgan;m;genderize_r_titles
DE;CZ;CZ;IL;Germany;Europe;-0.2775499227973589;-0.4885236216316714;0.3819954645405829;LATIN;Western Europe;Europe;herta julie altschulova;f;genderize_r_titles
DE;AT;AT;DE;Germany;Europe;4.059710541114419;4.718979824324572;3.0864346907566773;LATIN;Western Europe;Europe;helmut scheunemann;m;genderize_r_titles
IE;GB;IE;DE;Ireland;Europe;2.928215796880586;3.3869141847672264;0.8258304747784619;LATIN;Northern Europe;Europe;hugh kenner;m;genderize_r_titles
IE;GB;IE;IE;Ireland;Europe;4.0858376768276266;3.3869141847672264;2.3552944269194134;LATIN;Northern Europe;Europe;hugh scully;m;genderize_r_titles
GB;MU;RW;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.3685131118093057;2.4522793989109557;1.1445031374234769;LATIN;Northern Europe;Europe;claude h. organ;m;genderize_r_titles
PL;PL;PL;PL;Poland;Europe;4.918510549206517;4.186037786264045;2.8020907953614294;LATIN;Eastern Europe;Europe;leszek kolakowski;m;genderize_r_titles
ES;GB;GR;ES;Spain;Europe;-1.7898855828869522;-0.6645606693032879;0.4582955096004314;LATIN;Southern Europe;Europe;john szentagothai centennial;m;genderize_r_titles
AT;IE;AT;GB;Austria;Europe;3.594774643567688;3.856759419473204;2.518747764028233;LATIN;Western Europe;Europe;michael dummett;m;genderize_r_titles
IE;GB;DE;BD;Ireland;Europe;2.251926535408681;2.6202756618352203;0.5367664014106357;LATIN;Northern Europe;Europe;richard rorty;m;genderize_r_titles
IE;HU;IE;IE;Ireland;Europe;1.4507254600943933;0.8783778333882796;0.8466667795362641;LATIN;Northern Europe;Europe;paraicz ervin;m;genderize_r_titles
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.2292927566636402;0.5905452315267813;1.689394980967898;LATIN;Northern Europe;Europe;ian frazer;m;genderize_r_titles
IL;IL;AT;IL;Israel;Asia;4.128362377651368;3.856759419473204;3.3189103979908783;LATIN;Western Asia;Asia;michael d. lockshin;m;genderize_r_titles
NL;NL;NL;NL;Netherlands;Europe;4.8596634785563655;2.9403459877266385;3.473320114972949;LATIN;Western Europe;Europe;willem leenhouts;m;genderize_r_titles
FR;FR;CM;FR;France;Europe;3.573232401104921;2.021635062635317;2.231943045028304;LATIN;Western Europe;Europe;isidore dyen;m;genderize_r_titles
GB;IE;GB;LR;United Kingdom of Great Britain and Northern Ireland;Europe;3.259139771155529;1.8346134579223268;3.091323729077462;LATIN;Northern Europe;Europe;ashley morris;m;genderize_r_titles
DE;DE;GB;DE;Germany;Europe;2.5102552658399757;1.2898082830866264;2.4924318113129225;LATIN;Western Europe;Europe;dewey k. ziegler;m;genderize_r_titles
IE;GB;CY;IE;Ireland;Europe;1.6979641029932164;0.08423537318766904;1.7983855379671383;LATIN;Northern Europe;Europe;joseph michael foley;m;genderize_r_titles
IN;IN;UZ;BD;India;Asia;1.9432049191932108;0.7466781513764662;2.143109206276662;LATIN;Southern Asia;Asia;rustum roy;m;genderize_r_titles
GB;BE;GB;BE;United Kingdom of Great Britain and Northern Ireland;Europe;1.6729725641582966;1.7444725126842198;0.6002135041851968;LATIN;Northern Europe;Europe;shirley verrett;f;genderize_r_titles
IL;DE;NO;CY;Israel;Asia;1.4113907402894728;2.476244199076976;0.3642439604338824;LATIN;Western Asia;Asia;sigmund s. socransky;m;genderize_r_titles
IE;GB;AT;GB;Ireland;Europe;4.191363623141472;4.0894576561707545;3.2438092947658266;LATIN;Northern Europe;Europe;thomas e. wainwright;m;genderize_r_titles
RO;MD;SE;RO;Romania;Europe;2.6565314543400698;2.3278215348611457;1.9752168755957544;LATIN;Eastern Europe;Europe;margareta nicolau;f;genderize_r_titles
DK;DK;ZW;DK;Denmark;Europe;3.3589090106308173;2.5733822517026965;3.1816642780679785;LATIN;Northern Europe;Europe;charles c. lauritsen;m;genderize_r_titles
RU;RU;RU;RU;Russian Federation;Europe;3.6423494595063968;1.511017687500805;3.1287803597731365;LATIN;Eastern Europe;Europe;igor ivanovich volkov;m;genderize_r_titles
IL;IL;MW;IL;Israel;Asia;3.3480013885383815;2.743351738800709;2.305491234080244;LATIN;Western Asia;Asia;aubrey gorbman;m;genderize_r_titles
DE;DE;BE;DE;Germany;Europe;3.815919876546627;2.468089675841196;3.3274062175295875;LATIN;Western Europe;Europe;gunther hildebrandt;m;genderize_r_titles
IE;GB;IE;IE;Ireland;Europe;5.1917237685614275;3.7976064480559013;1.972924859863231;LATIN;Northern Europe;Europe;john s. laughlin;m;genderize_r_titles
FR;CM;CM;SE;France;Europe;1.141385654763425;3.783316642121206;-0.3108112138861282;LATIN;Western Europe;Europe;joseph ponthot;m;genderize_r_titles
FR;FR;DE;FR;France;Europe;3.833900466487423;3.546902533597984;3.2892017868793277;LATIN;Western Europe;Europe;paul ricoeur;m;genderize_r_titles
HU;SI;HU;SI;Hungary;Europe;3.918487309567922;5.09840591288554;1.2716371122457255;LATIN;Eastern Europe;Europe;attila mesko;m;genderize_r_titles
RU;BY;RU;RU;Russian Federation;Europe;1.7884703100498658;0.41411058739849255;1.7306692734158233;LATIN;Eastern Europe;Europe;leonid nikitovich barabanov;m;genderize_r_titles
DE;GB;DE;GB;Germany;Europe;3.41176142711342;3.546902533597984;3.1894883828865743;LATIN;Western Europe;Europe;paul anderson;m;genderize_r_titles
FR;FR;BI;FR;France;Europe;3.6393102316687678;2.635505769912426;2.9602445485120588;LATIN;Western Europe;Europe;bernard pertuiset;m;genderize_r_titles
UG;DK;UG;RO;Uganda;Africa;2.1716468289572104;2.2213821524707744;-0.02222419114112582;LATIN;Eastern Africa;Africa;allan pred;m;genderize_r_titles
ZA;NL;GH;ZA;South Africa;Africa;1.4944182578321066;2.253626811209516;0.8980962887050542;LATIN;Southern Africa;Africa;benjamin l. van duuren;m;genderize_r_titles
PT;IT;PT;IE;Portugal;Europe;1.2777148345962357;2.550146092360863;-0.5366402480679351;LATIN;Southern Europe;Europe;fernanda morelati;f;genderize_r_titles
IT;IT;FR;IT;Italy;Europe;2.8892757084770464;0.3828958141245301;2.2992188426930222;LATIN;Southern Europe;Europe;frederic louis lizzi;m;genderize_r_titles
GB;GB;RO;GB;United Kingdom of Great Britain and Northern Ireland;Europe;1.890292270195392;0.20595389604174089;1.696620315750481;LATIN;Northern Europe;Europe;george alex mills;m;genderize_r_titles
IE;GB;IE;GB;Ireland;Europe;3.7496455192213456;3.9526692695156003;0.3164373569219877;LATIN;Northern Europe;Europe;james l. gulledge;m;genderize_r_titles
IE;LR;IE;LR;Ireland;Europe;4.624972758434821;3.7976064480559013;3.093164558374188;LATIN;Northern Europe;Europe;john t. reeves;m;genderize_r_titles
LS;BW;UG;LS;Lesotho;Africa;0.4003943251845438;0.7194749129573008;0.055486633210041617;LATIN;Southern Africa;Africa;lawrence gideon raisz;m;genderize_r_titles
GB;GB;BA;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.6725110528972165;0.005922212820265603;3.1700766821330806;LATIN;Northern Europe;Europe;lez fairbairn;m;genderize_r_titles
RO;MD;RO;RO;Romania;Europe;3.5698442478690104;3.5426359242131564;1.0535711090143465;LATIN;Eastern Europe;Europe;liviu librescu;m;genderize_r_titles
GB;GB;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.0274377601568108;0.21765141266143867;1.3959180572971162;LATIN;Northern Europe;Europe;margaret byrd rawson;f;genderize_r_titles
IE;GH;AT;NG;Ireland;Europe;4.029869477185084;3.856759419473204;2.0000905172592485;LATIN;Northern Europe;Europe;michael patrick;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.378134404624783;1.045957235234886;2.5029418632881164;LATIN;Northern Europe;Europe;barry firkin;m;genderize_r_titles
AT;CH;AT;FR;Austria;Europe;1.9465073813216824;3.723156855171701;1.1744071785878778;LATIN;Western Europe;Europe;walter isard;m;genderize_r_titles
SE;IE;IE;SE;Sweden;Europe;1.9175191547780428;4.1056974842163445;1.2876145713147429;LATIN;Northern Europe;Europe;william h. rehnquist;m;genderize_r_titles
RU;MD;RU;AZ;Russian Federation;Europe;0.2281946426265604;1.0760896102122692;-0.4323628119374803;LATIN;Eastern Europe;Europe;alexei borisovich kaidalov;m;genderize_r_titles
IT;ES;ES;IT;Italy;Europe;5.200241838268543;4.834188017354668;2.875432748969577;LATIN;Southern Europe;Europe;antonio grieco;m;genderize_r_titles
DE;NL;IE;IL;Germany;Europe;0.2858137204221268;1.0850112375630472;1.119361482360839;LATIN;Western Europe;Europe;bernie zilbergeld;m;genderize_r_titles
HR;RS;HR;HR;Croatia;Europe;3.8958804882294316;0.8205078689684305;2.9574859823376616;LATIN;Southern Europe;Europe;danko brncic;m;genderize_r_titles
NL;NL;ZA;NL;Netherlands;Europe;1.1894873862921225;1.1734449784108345;0.969498592398773;LATIN;Western Europe;Europe;hilton kort;m;genderize_r_titles
DE;DK;DE;DE;Germany;Europe;2.3558465410546523;2.590315151202514;0.457012677829644;LATIN;Western Europe;Europe;erhardt guttgemanns;m;genderize_r_titles
CN;CN;CN;CN;China;Asia;4.134411877989167;2.7551203806403377;3.0157754055448205;LATIN;Eastern Asia;Asia;wang xiaotang;f;genderize_r_titles
UG;IE;AT;GB;Uganda;Africa;1.416942555478903;3.2569624281623266;0.30473666085243273;LATIN;Eastern Africa;Africa;gerald d. nash;m;genderize_r_titles
IT;KE;AL;IT;Italy;Europe;-0.8952345151513553;1.7041558816346651;-0.9518480216591008;LATIN;Southern Europe;Europe;leonard r. riforgiato;m;genderize_r_titles
FR;FR;LS;FR;France;Europe;2.062957361581606;0.8999188147449464;1.3944539115114;LATIN;Western Europe;Europe;eliot berson;m;genderize_r_titles
GB;GB;GH;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.555668165171211;0.7266282096256627;2.0926996644151776;LATIN;Northern Europe;Europe;john maxwell cowley;m;genderize_r_titles
ES;GB;GB;ES;Spain;Europe;1.3867694570566662;0.08176126036788357;1.5627161392512603;LATIN;Southern Europe;Europe;janet marion martin;f;genderize_r_titles
FR;FR;BI;FR;France;Europe;3.4446561800451234;4.390129017516839;1.7666051052516625;LATIN;Western Europe;Europe;jean glenisson;m;genderize_r_titles
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;3.9922040249932795;3.9526692695156003;2.3487475754470664;LATIN;Northern Europe;Europe;james starbuck;m;genderize_r_titles
IE;GB;IE;IE;Ireland;Europe;4.802112839812574;3.9526692695156003;1.6472623720244508;LATIN;Northern Europe;Europe;james tobin;m;genderize_r_titles
IE;GB;IE;LR;Ireland;Europe;2.8851374574049227;2.474166318491414;2.129962152868982;LATIN;Northern Europe;Europe;jane sherman;f;genderize_r_titles
GB;ZA;GN;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.8500655603544534;-0.1433615897256402;3.865085402527975;LATIN;Northern Europe;Europe;jeanne allen smith;f;genderize_r_titles
NG;NL;CN;NG;Nigeria;Africa;3.12165736379448;0.07925011127384123;2.088018590527428;LATIN;Western Africa;Africa;jeffery raymond ede;m;genderize_r_titles
DE;DE;AT;DE;Germany;Europe;3.479749585477509;0.3919126793698519;2.931107528319391;LATIN;Western Europe;Europe;johann christian august heinroth;m;genderize_r_titles
GB;IE;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.4640975462667547;-0.2898753367787253;2.5859658974227324;LATIN;Northern Europe;Europe;john atherton young;m;genderize_r_titles
IE;GB;IE;GM;Ireland;Europe;2.3697147032018187;3.7976064480559013;0.1862667079353234;LATIN;Northern Europe;Europe;john biaglow;m;genderize_r_titles
GB;GB;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.468518874988223;0.6657811558561999;2.07996651165753;LATIN;Northern Europe;Europe;john frederick reading;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.656559845379578;0.3494758913213731;2.464788932518356;LATIN;Northern Europe;Europe;john paton erskine;m;genderize_r_titles
IE;KE;IE;DE;Ireland;Europe;2.6865120609695143;3.7976064480559013;-0.3764514363842036;LATIN;Northern Europe;Europe;john popert;m;genderize_r_titles
IE;GB;KE;IE;Ireland;Europe;1.6677774568325436;0.39146072954706906;2.0274749451098537;LATIN;Northern Europe;Europe;john robinson pierce;m;genderize_r_titles
GB;IE;IE;GB;United Kingdom of Great Britain and Northern Ireland;Europe;4.273541732492214;3.7976064480559013;3.20283305915822;LATIN;Northern Europe;Europe;john wedgwood;m;genderize_r_titles
ES;DE;PT;DE;Spain;Europe;0.28693641429185823;3.644862376177098;0.03628539206506348;LATIN;Southern Europe;Europe;jorge anhalzer;m;genderize_r_titles
ES;PT;ES;ES;Spain;Europe;5.560373588439903;5.036695662851269;1.6994766238288628;LATIN;Southern Europe;Europe;jose goyanes capdevila;m;genderize_r_titles
ES;ES;ES;ES;Spain;Europe;3.2634101319106783;-0.2438715957660019;2.469725809101802;LATIN;Southern Europe;Europe;jose juan arrom;m;genderize_r_titles
ES;ES;ES;ES;Spain;Europe;3.6481153184299946;1.2098636206876003;3.0828872484398744;LATIN;Southern Europe;Europe;jose manuel esteve;m;genderize_r_titles
PT;ES;ES;PT;Portugal;Europe;2.6402187680733817;1.372716374902561;2.9769739204993653;LATIN;Southern Europe;Europe;jose maria neves;m;genderize_r_titles
FR;FR;LS;FR;France;Europe;1.7217542027335102;-0.2911771949548954;1.1067837322372784;LATIN;Western Europe;Europe;joseph periam danton;m;genderize_r_titles
IL;IL;HU;IL;Israel;Asia;1.6387398134915614;0.03886219674789058;1.3729417353362865;LATIN;Western Asia;Asia;judd marmor;m;genderize_r_titles
DE;DE;DE;DE;Germany;Europe;1.4288832001805962;0.262077166907203;0.7534809454244298;LATIN;Western Europe;Europe;julius erich wess;m;genderize_r_titles
DE;DE;UG;DE;Germany;Europe;2.9500091026282607;2.5383780209086257;1.7097988078302688;LATIN;Western Europe;Europe;julius rudel;m;genderize_r_titles
KP;GB;KP;GB;Korea, Democratic People's Republic of;Asia;6.416901677128847;9.404353009163954;2.474867796475554;LATIN;Eastern Asia;Asia;kim gordon;f;genderize_r_titles
FI;SE;FI;FI;Finland;Europe;2.69523195114481;2.038097949689129;0.7386188143697301;LATIN;Northern Europe;Europe;kari sajavaara;m;genderize_r_titles
DE;AT;DE;DE;Germany;Europe;4.89683345824834;4.558081028150425;1.8889493289190928;LATIN;Western Europe;Europe;karl donath;m;genderize_r_titles
PL;PL;PL;PL;Poland;Europe;4.976080987204414;4.028131057905406;3.2004080594305444;LATIN;Eastern Europe;Europe;kazimierz zielinski;m;genderize_r_titles
LR;NG;UG;LR;Liberia;Africa;2.125406403796828;0.19299269115453355;4.175366174931417;LATIN;Western Africa;Africa;kenneth alan johnson;m;genderize_r_titles
GB;GB;GB;GB;United Kingdom of Great Britain and Northern Ireland;Europe;2.7832034795671023;0.5311857304461063;2.265450877206552;LATIN;Northern Europe;Europe;kenneth crossley mcwalter;m;genderize_r_titles
