ethno;ethnoAlt;geoCountry;geoCountryAlt;score;script;full_name;gender;source
Norwegian;Swedish;US;US;2.192636524445257;LATIN;john dewind;u;genderize_r_authors
Chinese;Chinese;CN;CN;3.7774744550013195;LATIN;xulin dong;u;genderize_r_authors
Austrian;Danish;US;US;3.166588849121367;LATIN;robert engler;u;genderize_r_authors
Spanish;Spanish;AR;MX;3.3108346675997167;LATIN;martha gimenez;f;genderize_r_authors
Jordanian;Iraqi;US;US;1.2358351141774275;LATIN;sam gindin;m;genderize_r_authors
Jewish;Jewish;GB;US;2.41626974681088;LATIN;joan greenbaum;f;genderize_r_authors
Cameroonian;Jewish;US;US;3.61539871461203;LATIN;joseph halevi;m;genderize_r_authors
Jewish;Greek;LT;CA;4.463433498603036;LATIN;john mage;m;genderize_r_authors
Jewish;Filipino;IL;PH;-0.2418027546540565;LATIN;charlotte pomerantz marzani;u;genderize_r_authors
Iranian;Jewish;IR;IR;4.6696825787521785;LATIN;morteza mohit;m;genderize_r_authors
Egyptian;Egyptian;GB;US;2.0597067790642734;LATIN;alan nasser;u;genderize_r_authors
Norwegian;Swedish;US;US;2.872309570914574;LATIN;eric ness;u;genderize_r_authors
Namibian;Jewish;;IL;1.1340672123637459;LATIN;immanuel ness;m;genderize_r_authors
Swedish;Jewish;GB;US;-0.2629678345347572;LATIN;bertell ollman;m;genderize_r_authors
Jewish;Chinese;DE;CN;1.3179438525443068;LATIN;leo panitch;m;genderize_r_authors
Nigerian;Comoros;NG;KM;4.633059698114485;LATIN;comrade parvati;f;genderize_r_authors
Croat;Flemish;US;US;2.7561325219216877;LATIN;robert pollin;m;genderize_r_authors
British;Irish;GB;US;1.3078662567201744;LATIN;paddy quick;u;genderize_r_authors
British;British;VE;JM;1.2257749708565877;LATIN;lukin robinson;m;genderize_r_authors
Jewish;German;GB;US;2.6173069199216314;LATIN;annette rubinstein;f;genderize_r_authors
Jewish;German;DE;DE;2.6367729346095707;LATIN;albert ruben;u;genderize_r_authors
Danish;Flemish;US;US;2.366258890472829;LATIN;julie ruben;f;genderize_r_authors
Dutch;German;US;US;3.2748842638591737;LATIN;bernie sanders;m;genderize_r_authors
Austrian;German;US;US;2.8988192300728537;LATIN;jeanne singer;u;genderize_r_authors
Irish;HispanoLatino;US;US;2.849817526597388;LATIN;martha sweezy;u;genderize_r_authors
AfricanAmerican;HispanoLatino;US;US;0.8294477089069545;LATIN;lybess sweezy;f;genderize_r_authors
Irish;Chinese;US;CN;0.6828607992868477;LATIN;sam sweezy;u;genderize_r_authors
British;German;JM;US;2.0415885651987185;LATIN;ken miller;m;genderize_r_authors
Dutch;Dutch;NL;GB;1.7386741233965195;LATIN;rob postel;u;genderize_r_authors
Austrian;Austrian;US;GB;3.0381860922044037;LATIN;robert weil;u;genderize_r_authors
French;French;CA;CH;1.781898881983636;LATIN;pierre sylvain filliozat;m;genderize_r_authors
Jewish;German;DE;DE;1.9834874434293608;LATIN;dorothea schaefter;f;genderize_r_authors
British;Irish;VE;IE;3.162510706345764;LATIN;jane evans;f;genderize_r_authors
Japanese;Japanese;JP;GB;4.821471140609987;LATIN;fumio fujii;m;genderize_r_authors
Irish;British;IE;GB;3.3317877237644202;LATIN;anne sutcliffe;f;genderize_r_authors
Dutch;Jewish;NL;NL;4.343497379230763;LATIN;jetse reijenga;m;genderize_r_authors
Dutch;Flemish;NL;BE;2.77239598570472;LATIN;theo verheggen;m;genderize_r_authors
Greek;Greek;US;US;3.5737568908784687;LATIN;nicholas collias;m;genderize_r_authors
Kenyan;Ugandan;KE;GB;1.6053238105240222;LATIN;charles kung;m;genderize_r_authors
British;Chinese;US;CN;1.1386902245377275;LATIN;terry lappin;m;genderize_r_authors
Chinese;Chinese;CN;CN;0.7961144311130134;LATIN;joe menczel;u;genderize_r_authors
Chinese;Chinese;CN;CN;1.4427612400722285;LATIN;rick seyler;u;genderize_r_authors
British;British;TT;NZ;2.1876004324813567;LATIN;anne hudson jones;f;genderize_r_authors
Irish;Chinese;US;CN;1.2677032125791567;LATIN;jerry coyne;u;genderize_r_authors
Nigerian;Irish;US;US;2.3801955123914587;LATIN;matthew cobb;m;genderize_r_authors
Congolese (Kinshasa);French;CD;FR;3.6045326817092818;LATIN;baudouin eschapasse;m;genderize_r_authors
Indian;Pakistanese;IN;IN;3.21845839319529;LATIN;budhan pukazhenthi;m;genderize_r_authors
Danish;Danish;DK;DK;5.27608372232945;LATIN;povl munk-jorgensen;m;genderize_r_authors
British;HispanoLatino;TT;US;1.5532276926891109;LATIN;alan davis;u;genderize_r_authors
German;Austrian;AT;AT;6.064647342284701;LATIN;wolfgang gartner;u;genderize_r_authors
Norwegian;Austrian;US;US;2.8497503820085304;LATIN;richard lane;u;genderize_r_authors
Norwegian;Jewish;US;IT;2.5781701510114057;LATIN;mary droser;f;genderize_r_authors
Indian;Pakistanese;IN;IN;3.0249475321895454;LATIN;chinmoy pal;u;genderize_r_authors
French;French;AU;TT;4.802953725445226;LATIN;george bernard;m;genderize_r_authors
Dutch;Dutch;GB;ZA;1.8159317695348784;LATIN;jan van hurnbeeck;m;genderize_r_authors
Jewish;British;US;AU;2.9452464866498014;LATIN;george burgin;m;genderize_r_authors
German;Jewish;CH;NL;2.4231603171786342;LATIN;elisabeth nehring;f;genderize_r_authors
Portuguese;Romanian;PT;CA;2.9080714092923188;LATIN;daniel costa;m;genderize_r_authors
Spanish;Portuguese;ES;MX;1.6197403881495038;LATIN;mateo martinic b;u;genderize_r_authors
Chinese;Chinese;CN;CN;1.3996267786350665;LATIN;bob prichard;u;genderize_r_authors
Norwegian;German;US;CA;1.9119345895636128;LATIN;glenn stein;m;genderize_r_authors
German;Jewish;DE;DE;2.9490634340546693;LATIN;elmar peschke;m;genderize_r_authors
Nigerian;Irish;CA;US;2.365489267616612;LATIN;james willerson;m;genderize_r_authors
Flemish;French;BE;BE;4.045880085014233;LATIN;gustaaf hallegraeff;m;genderize_r_authors
Irish;Irish;US;IE;3.1288438510283405;LATIN;susan blackburn;f;genderize_r_authors
Flemish;Jewish;US;FR;1.9948572281635693;LATIN;suzanne roy;f;genderize_r_authors
Portuguese;Spanish;CV;ES;4.027093526034546;LATIN;maria vernet;f;genderize_r_authors
British;British;NZ;GB;3.69833654099357;LATIN;simon wright;u;genderize_r_authors
British;British;GB;US;1.0832384231017038;LATIN;alan bowman;u;genderize_r_authors
French;French;CR;US;5.660657247581064;LATIN;melissa marino;u;genderize_r_authors
Polish;Polish;GB;PL;5.468248928737892;LATIN;kazimierz zakrzewski;m;genderize_r_authors
German;Jewish;DE;DE;3.2995747454893567;LATIN;kurt koszyk;m;genderize_r_authors
Jewish;Jewish;NZ;AU;5.804317507833499;LATIN;jon cohen;u;genderize_r_authors
German;Austrian;DE;CH;3.2204326843488915;LATIN;hans peter bruch;m;genderize_r_authors
French;French;CH;CA;3.73487019401415;LATIN;chantal metzger;u;genderize_r_authors
Indian;Pakistanese;IN;IN;4.198203179485026;LATIN;nirbhay shrivastava;m;genderize_r_authors
Jewish;Jewish;CL;NL;2.0333774935956983;LATIN;elisabeth pain;u;genderize_r_authors
Polish;Polish;PL;CA;5.8110089309029185;LATIN;andrzej nowak;m;genderize_r_authors
Hungarian;Hungarian;GB;CA;6.857043252914621;LATIN;kalman kovacs;m;genderize_r_authors
Irish;Irish;IE;US;3.7212735190545225;LATIN;agnes murphy;f;genderize_r_authors
British;Irish;GB;GB;1.2250490254288875;LATIN;carol anne costabile-heming;f;genderize_r_authors
German;Jewish;DE;DE;4.7244018455949695;LATIN;konrad umlauf;m;genderize_r_authors
Italian;South African;US;US;0.7904749185238681;LATIN;darryl de vivo;m;genderize_r_authors
Italian;Italian;IT;US;4.940387683003562;LATIN;salvatore dimauro;m;genderize_r_authors
French;Flemish;FR;FR;2.642073873842181;LATIN;virginie westeel;f;genderize_r_authors
Jewish;Austrian;NL;AT;3.1968293099972613;LATIN;elisabeth quoix;f;genderize_r_authors
Spanish;French;FR;FR;2.799477388423939;LATIN;jean louis pujol;m;genderize_r_authors
Irish;French;IE;GB;1.8558921605397685;LATIN;bernard milleron;m;genderize_r_authors
British;Irish;US;US;2.3880328810591336;LATIN;timothy eckley;u;genderize_r_authors
Italian;Ghanaian;IT;GH;1.988980150635325;LATIN;christian viviani;u;genderize_r_authors
German;Jewish;DE;DE;2.661666141521708;LATIN;wolf loeckle;m;genderize_r_authors
German;Austrian;DE;AT;3.6700840954723883;LATIN;helmut fleinghaus;m;genderize_r_authors
French;Jewish;CA;FR;1.961287211397267;LATIN;michel zink;m;genderize_r_authors
German;German;DE;GB;4.4974208727573375;LATIN;karl heinz schwalbe;m;genderize_r_authors
Danish;Danish;DK;GB;4.999473315811421;LATIN;jens norskov;m;genderize_r_authors
Danish;Danish;DK;DK;5.054362045045677;LATIN;bjerne clausen;m;genderize_r_authors
South African;South African;GB;ZA;3.3200305002469617;LATIN;frans de wet;m;genderize_r_authors
Irish;Irish;IE;CA;3.5297716856334964;LATIN;margaret sprott;u;genderize_r_authors
German;German;DE;GB;4.305002844553593;LATIN;bernd schoenfeld;m;genderize_r_authors
Austrian;Austrian;GB;CA;3.6155516136329036;LATIN;peter wochner;u;genderize_r_authors
German;Jewish;DE;DE;3.739533149573668;LATIN;klaus franken;m;genderize_r_authors
Chinese;Chinese;FR;FR;1.4805602750400384;LATIN;jules lai;u;genderize_r_authors
Irish;British;IE;CA;2.3499375642725027;LATIN;gerard mcburney;m;genderize_r_authors
Spanish;Spanish;ES;MX;3.743664354046456;LATIN;jesus kumate-rodriguez;m;genderize_r_authors
Japanese;Japanese;JP;GB;4.7252075292359415;LATIN;yoshiyuki nagai;u;genderize_r_authors
Indian;Indian;GB;US;1.2922202351307353;LATIN;pamela das;f;genderize_r_authors
Irish;Irish;IE;US;2.5988132552131598;LATIN;hugh murphy;u;genderize_r_authors
German;Jewish;DE;DE;4.09946121855133;LATIN;guenter wetzel;m;genderize_r_authors
German;Jewish;US;LT;3.1863057145761164;LATIN;william haubrich;m;genderize_r_authors
Irish;HispanoLatino;US;US;2.3258519974743868;LATIN;geoffrey greene;m;genderize_r_authors
Jewish;Swiss;US;US;1.1561942625678423;LATIN;frederick neuhouser;m;genderize_r_authors
Norwegian;British;US;US;1.8298340833425628;LATIN;christine bigby;u;genderize_r_authors
French;British;US;GB;1.7785768295368942;LATIN;chris fyffe;u;genderize_r_authors
Czech;Czech;CZ;CA;6.057708778361295;LATIN;josef zahradnicek;m;genderize_r_authors
Austrian;Norwegian;US;US;3.022421527965254;LATIN;gary becker;u;genderize_r_authors
Irish;British;US;GB;0.93778555946966;LATIN;jack price;u;genderize_r_authors
Russian;Russian;CA;RU;4.181551486869092;LATIN;oleg alifanov;m;genderize_r_authors
Chinese;Chinese;CN;CN;0.6164130625909772;LATIN;ben blackwell;m;genderize_r_authors
Nigerian;Nigerian;CA;US;5.036498582580762;LATIN;kevin cole;m;genderize_r_authors
Italian;Jewish;IT;IT;4.9870922086860405;LATIN;filippo demonte;m;genderize_r_authors
Irish;British;US;US;0.8499818469546523;LATIN;kirk dolan;m;genderize_r_authors
Irish;British;IE;US;3.0723323034337366;LATIN;robert mcmasters;m;genderize_r_authors
Russian;Jewish;RU;RU;3.9076706904784806;LATIN;aleksey nenarokomov;m;genderize_r_authors
British;British;US;CA;1.9601114213402435;LATIN;keith woodbury;m;genderize_r_authors
French;Jewish;FR;FR;1.4931298337009014;LATIN;jean pierre bardon;m;genderize_r_authors
German;British;FR;US;1.7035965061636589;LATIN;kevin dowding;u;genderize_r_authors
Jewish;Swiss;US;US;0.6322055177163046;LATIN;ned keltner;u;genderize_r_authors
British;British;JM;GB;2.5463848722086952;LATIN;elaine scott;f;genderize_r_authors
British;British;NZ;GB;2.545662035021837;LATIN;neil wright;m;genderize_r_authors
Irish;Irish;GB;US;2.7797240494787747;LATIN;christine hanrahan;f;genderize_r_authors
British;Irish;US;US;2.3760929534166304;LATIN;beverly mcbride;f;genderize_r_authors
British;Austrian;US;US;0.17415104199024792;LATIN;eleanor zurbrigg;u;genderize_r_authors
Indonesian;Jewish;ID;US;0.05173007634725773;LATIN;irwin brodo;m;genderize_r_authors
German;Austrian;DE;AT;1.5810542575407696;LATIN;martin haspelmath;m;genderize_r_authors
German;Jewish;DE;DE;3.820962798133736;LATIN;ekkehard konig;m;genderize_r_authors
French;British;US;GB;1.4170863097137916;LATIN;matthew rubery;m;genderize_r_authors
British;Polish;GB;GB;0.23502897116178445;LATIN;ian bronks;u;genderize_r_authors
Dutch;Jewish;US;US;1.7437020082368708;LATIN;ralph lachman;m;genderize_r_authors
Jewish;Finnish;BY;US;1.5426692174946786;LATIN;mark ratner;m;genderize_r_authors
Indian;Indian;IN;US;3.5754435707719208;LATIN;raj manchanda;m;genderize_r_authors
Indian;Pakistanese;IN;IN;3.96175558374614;LATIN;chaturbhuja nayak;m;genderize_r_authors
Chinese;Chinese;CN;CN;1.5204224551879375;LATIN;ted panken;m;genderize_r_authors
Spanish;Moldova;PE;MD;1.7152292059958223;LATIN;victor basili;m;genderize_r_authors
German;Austrian;US;US;0.6140883872187338;LATIN;grady booch;m;genderize_r_authors
German;German;GB;US;1.2911363576462884;LATIN;doug vogel;m;genderize_r_authors
Irish;Flemish;US;US;1.9310287328090041;LATIN;richard sherins;m;genderize_r_authors
Austrian;Danish;US;US;3.5478613050958483;LATIN;michael whiticar;m;genderize_r_authors
Dutch;Dutch;GB;NL;4.4229417536996225;LATIN;jan de leeuw;m;genderize_r_authors
Irish;Greek;IE;US;3.9081061250253946;LATIN;michael stratford;m;genderize_r_authors
Irish;Irish;IE;US;3.995765790419168;LATIN;james anderson;m;genderize_r_authors
Indian;Pakistanese;IN;IN;3.100025667606521;LATIN;atri mukhopadiyay;u;genderize_r_authors
German;German;DE;FR;2.439628201533995;LATIN;paul catling;m;genderize_r_authors
Congolese (Kinshasa);Jewish;CD;FR;2.0887689618516663;LATIN;gisele mitrow;f;genderize_r_authors
French;Jewish;CA;FR;4.063290031949861;LATIN;jacques cayouette;m;genderize_r_authors
French;Irish;CR;IE;3.2927648656830315;LATIN;william brock;u;genderize_r_authors
Italian;Italian;IT;CA;5.904572085479816;LATIN;pietro ruggieri;m;genderize_r_authors
Swedish;British;US;TT;3.9631206561190164;LATIN;david hamilton;m;genderize_r_authors
British;German;CL;FR;2.2546649015366045;LATIN;nicolas barker;m;genderize_r_authors
Czech;Jewish;CZ;CZ;4.5132628013656735;LATIN;pavla pukl;u;genderize_r_authors
French;French;FR;CH;2.8176736499301267;LATIN;michel rohmer;m;genderize_r_authors
Irish;Liberia;IE;LR;0.8146862890230024;LATIN;annie boon;f;genderize_r_authors
German;Austrian;AT;AT;4.6907362381727244;LATIN;wolfgang wiese;m;genderize_r_authors
Dutch;Jewish;NL;NL;4.778770576627909;LATIN;gertjan van ommen;m;genderize_r_authors
Jewish;Dutch;CR;GB;3.0341342737422603;LATIN;elizabeth fee;f;genderize_r_authors
British;Chinese;GB;TT;1.2366279516871672;LATIN;angela campling;u;genderize_r_authors
British;Swedish;US;US;2.691979925702236;LATIN;kenneth caldwell;m;genderize_r_authors
Chinese;Chinese;CN;CN;1.1362415684913192;LATIN;ron nyren;u;genderize_r_authors
German;Jewish;DE;DE;3.273142883259648;LATIN;gerd hartmann;m;genderize_r_authors
British;British;GB;US;1.7170552685227445;LATIN;alex dickison;m;genderize_r_authors
Chinese;Chinese;CN;CN;0.9051419110162032;LATIN;ken shortman;m;genderize_r_authors
Irish;Irish;IE;US;2.2104436769058307;LATIN;john feehally;m;genderize_r_authors
Irish;British;IE;CA;4.559403790098465;LATIN;john eastwood;m;genderize_r_authors
British;British;GB;NZ;2.708473143697851;LATIN;stewart cameron;m;genderize_r_authors
British;British;US;GB;1.963373730118564;LATIN;julie cruikshank;f;genderize_r_authors
British;Irish;CL;IE;1.4932336955507053;LATIN;jane cox;f;genderize_r_authors
Austrian;German;US;DE;2.244313588325921;LATIN;paul fisher;m;genderize_r_authors
Spanish;Spanish;ES;ES;3.29068225473355;LATIN;jose carlos mainer;m;genderize_r_authors
Jewish;Chinese;SK;CN;3.990381897604173;LATIN;hedy weiss;f;genderize_r_authors
Flemish;French;US;US;1.5678740044342545;LATIN;patricia clee;u;genderize_r_authors
Norwegian;Norwegian;NO;US;2.1084882701760685;LATIN;rolf tore ottesen;m;genderize_r_authors
Norwegian;Norwegian;NO;NO;4.7148014337731965;LATIN;tore volden;u;genderize_r_authors
Norwegian;Norwegian;NO;NO;3.874589912789877;LATIN;amund rein;u;genderize_r_authors
German;Jewish;DE;DE;3.936624531586881;LATIN;clemens reimann;m;genderize_r_authors
Irish;British;US;US;1.593860274060004;LATIN;sharon franks;f;genderize_r_authors
Russian;Jewish;RU;RU;2.62456158927735;LATIN;violetta elvin;f;genderize_r_authors
Jewish;Jewish;CL;US;3.402815418685274;LATIN;samuel loewenberg;m;genderize_r_authors
German;Jewish;DE;DE;3.6240855066989215;LATIN;almut schuez;f;genderize_r_authors
Nigerian;French;NG;US;0.205934950239102;LATIN;obitelj tomas;u;genderize_r_authors
Chinese;Chinese;CN;CN;1.9191289203774573;LATIN;peyton weary;m;genderize_r_authors
British;Spanish;GB;PH;1.00424842710075;LATIN;mary rose couper;u;genderize_r_authors
Swedish;British;US;US;3.8233190806914816;LATIN;david howell;m;genderize_r_authors
British;French;GB;GB;1.1278682262623447;LATIN;keith gildart;m;genderize_r_authors
British;German;VE;US;2.302378273154192;LATIN;dawne jordan;u;genderize_r_authors
Polish;Jewish;PL;PL;5.390293304864375;LATIN;andrzej szyprowski;m;genderize_r_authors
Polish;Jewish;PL;PL;3.87665888171278;LATIN;marek sciazko;m;genderize_r_authors
Irish;British;IE;NZ;2.5837353114078305;LATIN;andrew holmes;m;genderize_r_authors
British;British;NZ;GB;1.2850797630421786;LATIN;tony pointon;u;genderize_r_authors
French;French;GB;FR;2.396611682965568;LATIN;francois quenin;m;genderize_r_authors
Spanish;Spanish;ES;US;3.5750583866584233;LATIN;emilio balaguer;u;genderize_r_authors
Jewish;Spanish;CH;ES;2.735698252748753;LATIN;rosa ballester;f;genderize_r_authors
British;British;GB;AU;1.5552418261551784;LATIN;frederick nunn;u;genderize_r_authors
Czech;British;US;US;1.991075683513503;LATIN;richard sims;u;genderize_r_authors
Flemish;Flemish;GB;US;4.889275370861683;LATIN;krishna somers;u;genderize_r_authors
German;German;US;CA;1.9648035468967475;LATIN;scott seidel;m;genderize_r_authors
Italian;Italian;IT;PE;3.7055197836806895;LATIN;lorenzo franchi;m;genderize_r_authors
Russian;Jewish;RU;RU;3.4756390183937818;LATIN;nikolay mchedlov-petrossyan;m;genderize_r_authors
Italian;Italian;CH;CL;3.4423124210658367;LATIN;claudio martini;m;genderize_r_authors
British;British;JM;TT;1.6215011789848706;LATIN;beth bailey;f;genderize_r_authors
Jewish;Jewish;BY;CA;3.1590453859846765;LATIN;david farber;m;genderize_r_authors
Irish;British;IE;US;1.6120026440599586;LATIN;arthur reed;u;genderize_r_authors
Turkish;Armenian;TR;TR;3.718312234024357;LATIN;serdar erdine;m;genderize_r_authors
Jewish;Jewish;GB;IL;3.242460618177839;LATIN;david wiesenfeld;m;genderize_r_authors
British;HispanoLatino;NZ;US;4.029564538194071;LATIN;suzanne smith;f;genderize_r_authors
British;British;GB;NZ;1.3859498267280488;LATIN;alison cook;u;genderize_r_authors
Estonian;Russian;EE;EE;3.8855745604493865;LATIN;valdur ohmann;m;genderize_r_authors
Lithuanian;Lithuanian;GB;LT;2.2238914355161774;LATIN;marius nap;u;genderize_r_authors
Iraqi;Iraqi;IQ;IQ;1.8117377009241509;LATIN;soran chawishly;u;genderize_r_authors
Jewish;Jewish;US;GB;1.3041439794697254;LATIN;alice helpern;u;genderize_r_authors
Austrian;Austrian;CA;GB;3.0863033593071845;LATIN;peter gerler;m;genderize_r_authors
AfricanAmerican;HispanoLatino;US;US;2.452025590630452;LATIN;judith harris;f;genderize_r_authors
Spanish;Spanish;ES;US;4.922609341266488;LATIN;jose rodriguez portales;m;genderize_r_authors
Chinese;Chinese;HK;HK;3.613365938746332;LATIN;timothy ng;u;genderize_r_authors
Indian;Pakistanese;IN;IN;3.207750973924004;LATIN;mandeep sandhu-purewal;u;genderize_r_authors
Dutch;Austrian;US;US;1.6439798273983488;LATIN;barbara crain;f;genderize_r_authors
Portuguese;Polish;CO;GB;4.31882717436354;LATIN;maria cieslak-golonka;f;genderize_r_authors
Serbian;Serbian;US;GB;-1.0485962588407485;LATIN;breska kojic-prodic;f;genderize_r_authors
Serbian;Serbian;FR;CA;5.9634135706150175;LATIN;nikola ljubesic;m;genderize_r_authors
Serbian;Serbian;RS;RS;3.2203231690133807;LATIN;branka salopek-sondi;f;genderize_r_authors
Serbian;Serbian;RS;RS;1.6443361926863933;LATIN;sonja iskric;u;genderize_r_authors
Serbian;Serbian;RS;RS;3.0648142815961203;LATIN;goran lacan;u;genderize_r_authors
Spanish;German;ES;CL;2.2990456727362267;LATIN;mercedes wrischer;u;genderize_r_authors
German;British;GB;GB;1.3084004083120966;LATIN;colin brauner;m;genderize_r_authors
Polish;Jewish;PL;PL;4.127469251565612;LATIN;ryszard zaba;m;genderize_r_authors
French;French;FR;CH;3.1565365381885075;LATIN;philippe rouyer;m;genderize_r_authors
Czech;Polish;US;US;1.0146175020447936;LATIN;daniel kontak;m;genderize_r_authors
Egyptian;Egyptian;EG;EG;3.5074347465059734;LATIN;tamer basar;m;genderize_r_authors
Nigerian;Chinese;CA;CN;2.1968046811796835;LATIN;una lawrence;u;genderize_r_authors
British;HispanoLatino;US;US;1.7013101650263645;LATIN;kimball milton;m;genderize_r_authors
Irish;Irish;GB;IE;2.7136759104515584;LATIN;nick o'donovan;u;genderize_r_authors
Greek;Greek;GR;GR;4.666996854383077;LATIN;apostolos vagenakis;u;genderize_r_authors
Chinese;Chinese;CN;CN;0.5650517968464385;LATIN;mike maceina;m;genderize_r_authors
HispanoLatino;British;US;NZ;1.3590456802936204;LATIN;graves lovell;m;genderize_r_authors
British;Irish;US;US;2.1518541069222112;LATIN;todd partridge;u;genderize_r_authors
Italian;Italian;CL;US;0.210678850945191;LATIN;cindy fabian mascone;u;genderize_r_authors
Hungarian;Jewish;HU;HU;5.401439257126339;LATIN;csaba csuzdi;m;genderize_r_authors
German;British;US;GB;1.4286930250680585;LATIN;enid michael;u;genderize_r_authors
French;Japanese;US;US;0.5101677366801903;LATIN;marilyn goske;f;genderize_r_authors
Swiss;Irish;US;US;1.1669124111006273;LATIN;carol rumack;f;genderize_r_authors
Jewish;Russian;RU;GB;3.2857384680533843;LATIN;olga kolenc;u;genderize_r_authors
Austrian;Danish;US;US;3.766526543117749;LATIN;michael tager;u;genderize_r_authors
Irish;Irish;CA;IE;3.919853513351844;LATIN;john craig;m;genderize_r_authors
Burmese;Burmese;US;GB;6.399973319672643;LATIN;richard lynn;m;genderize_r_authors
Czech;Jewish;CZ;CZ;5.300750360042882;LATIN;zdenek pertold;m;genderize_r_authors
British;British;US;FR;1.4886540017301837;LATIN;laura bolton;f;genderize_r_authors
Polish;German;US;US;1.2742088473375732;LATIN;arlene goldberg-gist;f;genderize_r_authors
British;Romanian;GB;NZ;1.1631459569473666;LATIN;ian morison;m;genderize_r_authors
British;British;CA;NZ;2.7417359314779817;LATIN;david hughes;m;genderize_r_authors
Swedish;Swedish;US;GB;1.5669889652592812;LATIN;roger higson;m;genderize_r_authors
Nigerian;Nigerian;CA;US;3.6268987609582615;LATIN;nancy mary adams;f;genderize_r_titles
British;British;CA;NZ;2.9465571905523227;LATIN;lloyd r sutherland;m;genderize_r_titles
Jewish;Swedish;LT;US;2.779637889165252;LATIN;john h. hubbell;m;genderize_r_titles
Lithuanian;British;US;GB;2.137055667935882;LATIN;frank kyte;m;genderize_r_titles
Japanese;Japanese;CA;GB;4.956833414582729;LATIN;nobuo tanaka;m;genderize_r_titles
Czech;Czech;GB;CZ;6.8343332056400845;LATIN;jaroslav krejci;m;genderize_r_titles
Gambian;Chinese;GB;PE;1.5228589125703167;LATIN;ma ting ying;m;genderize_r_titles
Irish;British;US;US;2.1415800263641267;LATIN;donald m. britton;m;genderize_r_titles
French;British;CR;US;2.4469051658789702;LATIN;william wayne;m;genderize_r_titles
German;Jewish;DE;DE;4.103231728987402;LATIN;wolfram steude;m;genderize_r_titles
German;Jewish;DE;DE;4.2507723974652505;LATIN;winfried schlepphorst;m;genderize_r_titles
British;British;AU;GB;2.097681741445139;LATIN;josiah wedgwood;m;genderize_r_titles
Chinese;Chinese;CN;CN;0.8177717309518018;LATIN;leo valiani;m;genderize_r_titles
Danish;German;DK;DE;2.7864321336083187;LATIN;claus bantzer;m;genderize_r_titles
British;Irish;GB;US;1.0345569294016457;LATIN;brian h. rudall;m;genderize_r_titles
Italian;Italian;VE;GB;2.400214909400478;LATIN;armando testa;m;genderize_r_titles
Jewish;Polish;PL;PL;5.025403004186492;LATIN;tadeusz zulinski;m;genderize_r_titles
Irish;Irish;US;IE;0.6222199969775862;LATIN;rob roy kelly;m;genderize_r_titles
Italian;Jewish;IT;IT;5.02918554327513;LATIN;filippo turati;m;genderize_r_titles
Hungarian;Hungarian;US;GB;7.0281845192051415;LATIN;attila szabo;m;genderize_r_titles
British;Swedish;GB;GB;1.2809890446999719;LATIN;ingram olkin;m;genderize_r_titles
British;HispanoLatino;US;US;0.4023363731705635;LATIN;allen purdue britton;m;genderize_r_titles
British;HispanoLatino;US;US;1.257777472944961;LATIN;leon higginbotham;m;genderize_r_titles
German;Jewish;DE;DE;3.3176757025739803;LATIN;rainer rosengren;m;genderize_r_titles
German;German;GB;US;2.6798442090028387;LATIN;thomas j. wenzel;m;genderize_r_titles
German;Spanish;CH;CR;0.4026287216943693;LATIN;aage niels bohr;m;genderize_r_titles
Irish;Jewish;IE;MX;2.7773819978844827;LATIN;samuel delany;m;genderize_r_titles
British;Chinese;US;CN;1.7623904939498225;LATIN;shelley winters;f;genderize_r_titles
British;British;NZ;CA;1.3854991989992145;LATIN;alastair michael douglas porter;m;genderize_r_titles
British;British;GB;NZ;3.2111032135112296;LATIN;alastair vincent campbell;m;genderize_r_titles
Spanish;HispanoLatino;US;US;1.7107457148084215;LATIN;aldo ricardo castaneda;m;genderize_r_titles
Russian;Ukrainian;RU;UA;1.4686654172588618;LATIN;aleksandr aleksandrovich kaplyanskii;m;genderize_r_titles
Russian;Russian;RU;US;2.60145711314824;LATIN;aleksandr petrovich krylov;m;genderize_r_titles
Jewish;Jewish;RU;UA;2.448613238543874;LATIN;aleksandr yakovlevich lerner;m;genderize_r_titles
Ukrainian;Russian;RU;RU;2.810550053518044;LATIN;alexander grando;m;genderize_r_titles
Jewish;Jewish;GB;RU;1.9815194882027216;LATIN;alexander yakovlevich lerner;m;genderize_r_titles
Irish;Jewish;US;US;1.0387369865484373;LATIN;alvin novick;m;genderize_r_titles
Ukrainian;Ukrainian;GB;UA;2.0884874953965644;LATIN;anatolii aleksandrovich ishchenko;m;genderize_r_titles
Greek;Greek;NZ;NZ;1.818310512536884;LATIN;andre jurres;m;genderize_r_titles
French;Flemish;CA;BE;-0.19055455996671328;LATIN;andre stephane hamer;m;genderize_r_titles
Polish;Jewish;PL;PL;5.2495715824311775;LATIN;andrzej szczeklik;m;genderize_r_titles
British;British;NZ;AU;1.4548225230149328;LATIN;anna isabella davison;f;genderize_r_titles
Irish;British;IE;US;0.9291449186893836;LATIN;anne mary buck;f;genderize_r_titles
Italian;German;US;US;1.648911212134329;LATIN;anthony dipple;m;genderize_r_titles
British;HispanoLatino;US;US;1.7966574861891396;LATIN;anthony francis rickards;m;genderize_r_titles
British;TrinidadTobago;TT;TT;2.9777513980346693;LATIN;antony frank francis;m;genderize_r_titles
